sqft_living,sqft_lot,floors,sqft_above
1720,1715,2.0,1240
2658,3960,2.0,2658
1480,983,2.0,1180
1350,1209,3.0,1350
1150,1194,2.0,1020
1690,1468,2.0,1380
1270,1916,2.0,1270
2655,5080,2.0,2655
880,1165,2.0,880
4645,7757,2.0,3855
1270,1443,3.0,1270
1728,95950,1.0,1728
1950,7221,1.0,1950
3170,3862,3.0,3170
1233,1244,2.0,963
2570,4600,2.0,2570
1560,1020,3.0,1560
1630,1166,2.0,1020
2510,7245,2.0,2510
2223,5780,2.0,2223
1230,1058,2.0,1160
3050,7520,2.0,3050
2710,6220,2.0,2710
2090,4400,2.0,2090
1440,1068,2.0,1160
2500,51836,1.0,1510
2740,7872,2.0,2740
3360,6120,2.0,3360
2280,5013,2.0,2280
3520,5500,2.0,3520
1320,826,2.0,1100
3410,5838,2.0,3410
2730,9388,1.0,1390
1780,2778,2.0,1530
1427,4337,2.0,1427
2910,6555,2.0,2910
3250,5600,2.0,3250
3630,8100,2.0,3630
1680,975,3.0,1680
2280,2296,3.0,1890
3310,4682,2.0,2380
1290,1112,3.0,1290
3940,7067,2.0,3230
2170,6000,2.0,1630
3290,8059,2.0,3290
2550,5376,2.0,2550
1140,977,2.0,850
2300,3825,2.0,2300
2670,5001,1.0,1640
2440,6651,2.0,2440
1611,2210,2.0,1611
2710,3290,2.0,1650
2015,16807,2.0,2015
3444,5166,2.0,2714
3060,9576,2.0,3060
2050,2772,2.0,2050
1390,1882,2.0,1390
1240,1249,3.0,1240
3750,74052,2.0,3750
1410,1442,3.0,1360
2448,4949,2.0,2448
2600,64626,1.5,2600
3330,9000,2.0,2870
1160,1010,2.0,1000
1330,1380,2.0,1060
2830,4334,3.0,2830
1610,3517,2.0,1610
2800,4000,2.0,2800
4570,10194,2.0,4570
2820,6120,2.0,2820
2570,9470,2.0,2570
1710,1193,2.0,1140
1220,3286,2.0,1220
1650,946,3.0,1650
1130,1340,2.0,910
1489,2800,2.0,1489
2690,5557,2.0,2690
1530,1305,2.0,1116
1600,6315,2.0,1600
1000,1251,2.0,930
2440,3012,3.0,2440
1260,1102,3.0,1260
1660,1692,3.0,1610
1190,1137,2.0,960
1520,1884,3.0,1520
3250,8100,2.0,3250
4700,9160,1.0,2520
1480,1663,2.0,1180
2380,9374,1.0,2380
1640,1873,3.0,1640
1650,2262,3.0,1650
5305,8401,2.0,3745
1278,987,2.0,1002
1200,813,3.0,1200
690,1058,2.0,690
3202,4964,2.0,3202
1347,1292,3.0,1347
2960,6000,2.0,2960
740,1284,1.0,740
1200,1137,3.0,1200
4320,7502,2.0,3500
2310,7348,1.0,2310
1490,1286,3.0,1490
1480,800,2.0,1000
1481,2820,2.0,1481
1730,1902,3.0,1730
3900,8391,2.0,3900
1130,1449,3.0,1130
3230,4838,2.0,3230
3920,5150,2.0,2820
1190,1361,2.0,1190
2311,4396,2.0,2311
1810,914,3.0,1380
3290,6203,2.0,3290
3250,5000,2.0,3250
2544,4071,2.0,2544
1380,1389,3.0,1380
1430,800,2.0,1140
3490,28213,1.5,2242
910,966,2.0,820
3080,4120,2.0,2380
2280,6031,2.0,2280
1660,1344,3.0,1660
3320,7429,2.0,3320
1680,7268,1.0,1370
2584,5005,2.0,2584
2217,8019,2.0,2217
2480,4136,2.0,2480
2610,7256,2.0,2610
3240,5562,2.0,3240
3569,8327,2.0,3569
3181,5831,2.0,3181
1921,4888,2.0,1921
1570,4926,2.0,1570
1940,3211,2.0,1940
1940,3211,2.0,1940
2210,13721,2.0,2210
1280,1187,2.0,1080
1520,5040,2.0,1520
1230,1078,2.0,1160
1480,2159,3.0,1480
2612,5850,2.0,2612
2350,4975,2.0,2350
1300,1590,2.0,1100
2020,7560,1.0,2020
2140,2867,2.0,1960
1380,1621,2.0,1140
2730,3047,2.0,2400
4220,5817,2.0,2910
1570,1433,3.0,1570
4670,6000,2.0,3820
1370,1007,3.0,1330
3273,5115,2.0,2671
3880,13095,2.0,3700
1494,1262,3.0,1494
2930,5641,2.0,2930
2598,5553,2.0,2598
2242,4995,2.0,2242
2830,5932,2.0,2830
2710,6937,2.0,2710
2320,4344,2.0,2320
2720,7991,2.0,2720
1650,1180,3.0,1650
1430,1348,2.0,1160
2090,5040,2.0,2090
3660,4903,2.0,2760
4220,8417,3.0,4220
1450,1213,2.0,1110
3460,6738,2.0,3460
1350,874,3.0,1270
3000,5470,2.0,3000
2950,10003,2.0,2950
2530,5048,2.0,2530
4650,7660,2.0,3640
710,1131,2.0,710
3050,8000,2.0,3050
1150,683,2.0,1150
3410,8118,2.0,3410
1370,1921,3.0,1370
3540,7009,2.0,3540
1370,1350,2.0,1010
1714,3080,2.0,1714
3650,4534,2.0,2940
2990,6037,2.0,2990
3284,6516,2.0,3284
3550,13900,1.0,1830
1860,2875,2.0,1710
1720,1977,2.0,1360
2540,4775,2.0,2540
3270,12880,2.0,3270
980,1021,3.0,980
1150,1193,2.0,1020
1820,1855,2.0,1570
1580,3825,2.0,1580
1460,3696,2.0,1460
2900,4950,2.0,2900
2620,6389,2.0,2620
1340,999,2.0,940
3266,5398,2.0,3266
1076,1060,3.0,1076
1680,1478,2.0,1360
1930,1348,2.0,1300
2880,3091,2.0,1940
2240,5000,2.0,2240
2594,4455,2.0,2594
1210,1232,3.0,1210
3760,5000,2.0,2860
3600,6055,2.0,3600
2050,2772,2.0,2050
1510,2064,2.0,1220
2580,3909,2.0,2580
1670,4020,2.0,1670
3190,10034,2.0,3190
1280,1920,3.0,1280
2718,6197,2.0,2718
1370,1878,3.0,1370
1794,4769,2.0,1794
5120,41327,2.0,3290
2160,1912,2.0,1970
2180,7204,2.0,2180
1490,1294,2.0,1220
2950,10254,2.0,2950
2990,207781,2.0,2990
2700,5150,2.0,2700
3130,5000,3.0,3130
3620,14250,2.0,3220
2481,4045,2.0,2481
1730,3600,2.0,1730
1420,1192,2.0,1140
3160,5175,2.0,3160
1320,1327,2.0,1040
1010,1107,2.0,710
1870,4046,2.0,1870
5220,15411,2.0,3550
2260,5824,2.0,2260
4340,5722,3.0,4340
1620,1841,2.0,1540
2280,2289,2.0,1880
3400,9804,2.0,2550
830,1020,2.0,830
2310,7384,2.0,2310
830,1858,2.0,830
4130,7197,2.0,4130
2050,4000,2.0,2050
2050,4953,2.0,2050
1600,2610,2.0,1600
3190,8160,2.0,3190
3860,5474,2.5,3860
2040,5616,2.0,2040
3845,8400,2.0,3845
2650,6875,2.0,2650
3430,64441,2.0,3430
2430,5400,2.0,2430
2876,5086,2.0,2360
2550,8698,2.0,2550
4100,61419,2.0,4100
2730,4526,2.0,2730
1780,1729,2.0,1080
1880,5000,2.0,1880
3090,4943,2.0,3090
2460,14155,2.0,1900
2910,5260,2.0,2910
2910,5260,2.0,2910
1930,6360,1.0,1930
1413,3403,2.0,1413
4030,6300,2.0,3630
2880,5929,2.5,2880
2360,15100,1.0,2360
1070,1276,3.0,1070
1460,1367,3.0,1460
3800,9606,2.0,3800
1190,801,3.0,1190
3200,6455,2.0,3200
1970,2377,2.0,1680
2830,5831,2.0,2830
2630,5701,2.0,2630
2720,4613,2.0,2720
3160,8097,2.0,3160
3770,8899,2.0,2940
3500,6226,2.0,3500
2710,4685,2.0,2710
2170,6361,1.0,2170
1540,958,3.0,1540
1876,1531,3.0,1876
3720,213073,1.0,3720
3148,9612,2.0,3148
3240,4852,2.0,3240
3340,5000,2.0,2580
2413,5701,2.0,2413
2500,4500,2.0,2500
1180,904,2.0,780
2890,5801,2.0,2890
2230,6551,1.0,1330
1767,4500,2.0,1767
1450,1468,2.0,1100
2930,7663,2.0,2930
2710,4136,2.0,2710
3600,18645,2.0,3000
1800,3265,2.0,1800
2290,5515,2.0,2290
1510,1178,2.0,1060
1090,13444,2.0,1090
1270,1323,3.0,1270
1540,1005,3.0,1540
2930,6050,2.0,2930
4360,8504,2.0,3530
3640,4983,2.0,2790
2430,4747,2.0,2430
1520,1464,2.0,1240
2730,5820,2.0,2730
2440,2076,2.0,1930
1580,1303,2.0,1340
1420,983,3.0,1420
2820,3275,2.0,2230
5060,10320,2.0,5060
2650,5000,2.0,2650
1490,1212,2.0,1040
3060,7710,2.0,3060
3240,4185,2.0,2770
2820,5348,2.0,2820
4140,7642,2.0,4140
982,846,2.0,806
2460,3600,2.0,2460
2547,4800,2.0,2547
1834,7460,2.0,1834
3130,5126,3.0,2450
2730,4847,2.0,2730
1380,1329,2.0,1050
4700,10800,2.0,3910
2330,4284,2.0,1920
1730,3600,2.0,1730
2350,2390,3.0,2000
4000,6713,2.0,4000
3350,7752,1.0,2180
1530,1612,3.0,1530
1610,1968,2.0,1610
2620,6178,2.0,2620
1300,1920,2.0,850
3590,5334,2.0,3140
2490,5647,2.0,2490
1320,1780,2.0,880
1800,2752,2.0,1800
3360,5225,2.0,3360
3220,9328,2.0,3220
2514,1559,2.0,2024
3130,9711,2.0,3130
2720,4738,2.0,2720
1390,916,2.0,1165
4920,270236,2.0,3820
2134,1984,2.5,2134
1741,5701,2.0,1741
2560,5238,2.0,2560
2220,3561,2.0,2220
1910,4363,2.0,1910
980,853,2.0,820
1950,4197,2.0,1950
4150,12015,2.0,4150
1110,986,2.0,950
1250,1150,2.0,1080
3310,5404,2.0,3310
2020,5501,2.0,2020
3310,4850,2.0,3310
2798,4473,2.0,2798
1847,8000,2.0,1847
2420,4981,2.0,2420
2020,3600,2.0,2020
2400,6811,2.0,2400
1760,5390,1.0,1760
2110,4178,2.0,2110
2692,8392,2.0,2692
1490,4522,2.0,1490
3960,6352,2.0,3960
1740,4642,2.0,1740
1940,4517,1.0,1190
970,3279,2.0,790
1852,4000,2.0,1852
4810,18851,2.0,4810
5635,9695,2.0,4360
1520,3041,2.0,1520
2099,4275,2.0,2099
1250,811,3.0,1250
1090,1183,3.0,1090
3216,5902,2.0,3216
2970,4400,2.0,2970
2610,6405,2.0,2610
1340,1368,2.0,1060
3300,4987,2.0,3300
1630,7599,1.0,1630
1590,929,2.0,1060
1310,1268,3.5,1310
3600,5697,2.0,2940
2154,4153,2.0,2154
1530,825,3.0,1530
1360,1041,2.0,1094
1320,2480,2.0,1320
1660,6724,2.0,1660
2891,6499,2.0,2891
2340,2155,2.0,2120
2320,2267,3.0,2320
2190,3855,2.0,2190
2060,4742,2.0,2060
1740,4145,2.0,1740
1400,3825,2.0,1400
4410,14380,2.0,4410
1780,1647,2.0,1080
1760,10137,2.0,1760
4410,10756,2.0,3430
5550,11547,2.0,4270
2432,9391,2.0,2432
2283,3996,2.0,2283
1860,3730,2.0,1860
2701,4500,2.0,2701
2930,4875,2.0,2930
1540,1561,3.0,1540
2242,4500,2.0,2242
1950,4345,2.0,1950
1160,1073,2.0,880
2060,5115,2.0,2060
1230,875,3.0,1230
1160,1438,2.0,1160
2245,4301,2.0,2245
4120,12626,2.0,3970
3400,9692,2.0,3400
4270,7500,2.0,3210
2890,5911,2.0,2370
3220,8000,2.0,2900
4010,15365,2.0,4010
2260,30250,2.0,2260
1140,1730,1.5,1010
1640,4714,1.0,1640
3510,9400,2.0,3510
3010,1842,2.0,3010
1060,925,2.0,980
1658,2700,2.0,1658
1960,3540,2.0,1960
2420,4725,2.0,2420
3420,23786,1.5,3420
893,965,2.0,893
3020,7203,2.0,3020
2470,5954,2.0,2470
2009,4800,2.0,2009
1530,1116,2.5,1530
1590,1113,3.0,1590
2630,3149,2.0,1670
3230,7187,2.0,3230
1430,2343,2.0,1430
2242,5744,2.0,2242
2500,4000,2.0,2500
1230,922,2.0,1080
3020,3600,2.5,3020
3480,4000,2.0,2460
3330,7650,1.0,1830
3400,4840,2.0,3190
830,1119,2.0,830
3110,4464,2.0,3110
1910,2091,2.0,1910
3230,5250,2.0,2680
3380,8179,2.0,3380
2830,3496,2.0,2830
3700,7055,2.0,3700
2520,4104,2.0,2520
1530,1396,2.0,1240
4420,5750,2.0,3410
1460,1180,3.0,1460
1450,1486,2.0,1160
1160,3441,1.0,580
1640,4802,1.0,1640
1444,249126,1.5,1444
1620,1173,3.0,1470
1100,1228,2.0,900
1340,1402,2.0,1120
1450,4694,2.0,1450
3040,7200,2.0,3040
2560,7210,2.0,2560
2744,9926,2.0,2744
1420,990,3.0,1420
700,7457,1.0,700
4110,42755,2.0,2970
2670,4780,2.0,2670
2130,1400,2.0,1080
3078,6371,2.0,3078
840,892,2.0,840
1800,2731,2.0,1800
2580,5200,2.0,2580
1270,2356,2.0,1270
3065,5440,3.0,3065
1861,1587,2.0,1578
2260,5705,2.0,2260
4150,7100,2.0,4150
1500,1174,2.0,1140
1620,998,2.5,1540
830,1325,2.0,830
3120,5137,2.0,3120
1870,1058,3.0,1380
1240,1250,3.0,1240
2820,5612,2.0,2820
1630,1526,3.0,1630
1584,2800,2.0,1584
2840,4500,2.0,2840
3910,6293,2.0,3130
1730,1301,3.0,1730
1840,2060,2.0,1700
4030,503989,2.0,4030
3440,3800,3.0,3440
2110,3825,2.0,2110
2430,5866,2.0,2430
4690,207141,2.0,4030
3500,43560,2.0,2850
2070,8685,2.0,2070
3350,6350,2.0,2610
2440,4850,2.0,2440
3010,7357,2.0,3010
2060,4200,2.0,2060
1570,2399,2.0,1180
1580,1161,2.0,1010
4280,6530,2.0,4280
2815,4900,2.0,2815
2620,6114,2.0,2620
1250,1033,3.0,1250
3250,4500,2.0,3250
2510,7686,2.0,2510
1270,1685,2.0,1270
6670,16481,2.0,4960
1580,3075,2.0,1580
1360,2030,3.0,1360
2400,9612,1.0,1230
1571,2017,3.0,1571
1405,1073,2.0,1140
1010,1546,2.0,1010
1450,1281,2.0,1220
1420,1361,2.0,960
2650,4644,2.0,2650
3030,7679,2.0,3030
6530,871200,2.0,6530
2670,3738,1.0,1720
1170,809,2.0,1170
3260,26772,2.0,3260
1480,1722,3.0,1480
2700,6947,2.0,2700
4640,13404,2.0,4640
1601,2491,3.0,1536
5350,15360,1.0,3040
2540,5237,2.0,2540
1030,1106,2.0,765
2730,7136,2.0,2730
3172,5033,2.0,3172
3160,8530,2.0,3160
2850,12429,2.0,2850
2780,3100,2.0,2120
3860,6543,2.0,3860
1180,900,2.0,780
1410,1290,2.0,1290
6370,205603,2.0,6370
3223,6371,2.0,3223
2600,2074,2.0,2150
1380,1234,3.0,1380
1620,998,2.5,1540
1370,1227,3.0,1370
1220,1186,3.0,1220
1280,1889,3.0,1280
770,850,2.0,770
1210,1200,3.0,1210
2890,6322,2.0,2890
1580,2765,2.0,1580
1530,1245,2.0,1050
3670,7680,2.5,3670
1850,2340,2.5,1850
2440,6581,2.0,2440
2190,4265,2.0,1540
4360,8030,2.0,4360
3990,6637,2.0,3990
1270,1283,3.0,1270
3340,6924,2.0,3340
1500,761,3.0,1500
3120,5086,2.0,2480
2480,4334,2.0,2480
1110,1155,3.0,980
2760,5670,2.0,2760
1510,1493,3.0,1510
1460,1614,2.0,1180
3980,285318,2.0,3980
3320,8234,2.0,3320
3270,5187,2.0,3110
2670,8765,2.0,2670
1410,1332,2.0,1290
2475,4000,2.0,2475
1600,1431,2.0,1240
1290,3383,2.0,1290
1608,4818,2.0,1608
1300,2104,2.0,1010
2530,3000,2.0,1850
1390,1411,3.0,1390
1640,1204,3.0,1640
2229,5723,2.0,2229
1790,3078,2.0,1790
990,736,2.5,880
3240,6863,2.0,3240
1280,819,2.0,1060
1610,3848,2.0,1610
3670,3959,2.0,2410
1150,1027,3.0,1150
3760,4702,2.0,2780
1320,1157,2.0,990
2700,7992,2.0,2700
1480,804,3.0,1480
1410,905,3.0,1410
3135,5811,2.0,3135
1480,1485,2.0,1280
4020,9656,2.0,4020
1060,1209,2.0,940
1950,2457,3.0,1950
3340,5677,2.0,3340
1570,1452,2.5,1240
1930,6604,2.0,1930
1590,8100,1.0,1060
3720,7746,2.0,3720
4470,5884,2.0,3230
1290,1289,2.0,1030
1489,2800,2.0,1489
2075,39553,1.0,2075
1413,3600,2.0,1413
1300,1362,2.0,880
1480,983,2.0,1180
3320,5559,2.0,3320
1530,1279,2.0,1116
1180,932,3.0,1180
1190,1303,2.0,800
1300,1180,3.0,1300
1710,2212,2.0,1400
2390,47480,2.0,2390
3510,6005,2.0,2750
1140,1165,2.0,1140
1320,1329,2.0,1180
2100,9752,1.0,1200
2400,4848,2.0,2400
1408,989,3.0,1408
2560,5102,2.0,2560
1260,1347,3.0,1260
1290,1624,2.0,1290
2730,9260,2.0,2730
1630,1368,2.0,1280
3530,6844,2.0,3530
2714,12558,2.0,2714
1630,2520,2.0,1630
5790,13726,2.0,4430
2230,1407,2.5,1850
1380,1590,2.0,1160
1320,1161,3.0,1320
1490,713,3.0,1490
1280,1520,2.0,1080
3870,5929,2.0,3870
1280,1051,2.0,1080
1300,1435,2.0,1120
2170,5024,2.0,2170
1763,3717,2.0,1763
1020,1525,2.0,1020
1840,4593,2.0,1840
1820,1358,3.0,1820
2670,3000,2.0,1870
6260,10955,2.0,4840
1400,3814,2.0,1400
1160,2158,2.0,1160
1400,3368,2.0,1400
1232,1130,3.0,1232
2700,6000,2.0,2100
2550,6382,2.0,2550
3260,6902,2.0,3260
1680,1240,2.0,1120
2630,2550,2.0,2030
1260,5758,2.0,1260
2550,4500,2.0,2550
3450,5000,2.0,3450
1550,3402,2.0,1550
4150,8436,2.0,4150
3900,4400,2.0,2650
1550,1444,3.0,1550
2130,4000,2.0,2130
2890,7798,2.0,2890
1220,1330,2.0,1010
2502,8306,2.0,2502
1340,1384,3.0,1340
2350,3800,2.0,2350
1810,3930,2.0,1810
3310,6500,2.0,3310
1620,5101,1.0,590
1070,635,2.0,720
2230,4952,2.0,2230
1970,4558,2.0,1970
4600,7810,2.0,3200
3110,6050,2.0,3110
3490,3677,2.0,2850
1600,1936,2.0,1600
1960,3060,2.0,1960
1000,1092,2.0,990
1000,1092,2.0,990
1500,1408,3.0,1500
2424,5931,2.0,2424
2303,3826,2.0,2303
1880,6008,2.0,1880
1210,740,2.0,780
3720,6765,2.0,3720
3610,8580,2.0,3610
1360,885,3.0,1360
2590,7084,2.0,2590
4390,11250,2.0,4390
2290,1407,2.5,1890
3880,9979,2.5,3880
1350,874,3.0,1270
2170,2752,2.0,2170
1296,1051,3.0,1296
1530,1602,2.0,1140
1489,3266,2.0,1489
2130,4467,2.0,2130
1430,1521,2.0,1130
2380,7268,1.0,1430
1420,814,2.0,1140
3450,6184,2.0,3450
1914,3150,2.0,1914
988,1080,3.0,988
1584,2800,2.0,1584
2630,5710,2.0,2630
3520,5250,2.0,3520
2380,4913,2.0,2380
1410,1197,3.0,1410
3220,5741,2.0,3220
3266,5969,2.0,3266
2550,4794,2.0,2550
3828,18900,2.5,3828
1670,1596,3.0,1670
3056,11385,2.0,3056
1000,1188,3.0,1000
1530,1786,2.0,1200
3490,6091,2.0,3490
2760,6000,2.0,2760
1440,2163,2.0,1440
1370,1001,3.0,1370
3180,6551,2.0,3180
2720,7570,2.0,2720
1800,2792,2.0,1800
3220,6409,2.0,3220
2370,5321,2.0,2370
1410,1325,2.0,1180
3640,6049,2.0,3640
1920,3624,2.0,1920
2267,3577,2.0,2267
5780,17004,2.0,4260
1131,1304,3.0,1131
2940,6431,2.0,2940
2180,4533,2.0,2180
1400,1078,2.0,940
2680,5539,2.0,2680
2680,5539,2.0,2680
1300,3612,2.0,1300
2796,3520,2.5,2796
1460,1500,2.0,1000
4210,6481,2.0,3260
2330,3920,2.0,2330
3930,5680,2.0,2820
1608,4000,2.0,1608
1610,1968,2.0,1610
3200,3250,2.0,2670
1710,3500,2.0,1710
3050,8972,2.0,3050
3560,4951,2.0,3560
2650,8685,2.0,2650
3490,12410,2.0,2590
4140,46173,2.0,4140
1670,4441,1.0,1670
1720,3600,2.0,1720
1510,3961,1.0,1510
1450,4040,2.0,1450
1812,5026,2.0,1812
1060,1208,2.0,940
1600,3073,3.0,1600
1530,1565,2.0,1280
2070,1230,3.0,1500
3630,7482,2.0,3630
2140,4126,2.0,1960
2010,12188,1.0,1150
2630,4501,2.0,2630
2233,6025,2.0,2233
2990,4521,2.0,2990
1240,2150,2.0,1240
2230,5050,2.0,2230
3700,2264,2.0,2280
2290,5105,2.0,2290
950,865,3.0,950
1120,758,2.0,1120
2420,4670,2.0,2420
1714,3250,2.0,1714
2230,5650,2.0,2230
2530,10000,2.0,2530
1550,1233,2.0,1160
3110,11225,2.0,3110
2100,2409,2.0,1660
2150,3721,2.0,2150
1630,1404,2.0,1020
2230,7934,2.0,2230
1320,955,3.0,1320
1590,1431,2.0,1060
2610,3642,2.0,2080
1440,2500,2.0,1440
2630,6283,2.0,2630
3390,10078,2.0,3040
1400,1022,3.0,1400
1900,2133,2.0,1520
1350,1250,3.0,1270
3420,6752,2.0,3030
2150,161607,2.0,1330
2110,5306,2.0,2110
3810,8519,1.0,2680
2870,4369,2.0,2090
1240,705,2.0,1150
3610,6345,2.0,2370
2310,5100,2.0,2310
1930,3031,1.0,1200
1390,1080,2.0,1140
1578,7340,2.0,1578
1720,15000,1.0,1720
4700,11237,2.0,2930
1970,5079,2.0,1680
1460,1353,2.0,1050
1930,4000,2.0,1930
1300,907,2.0,1000
1445,1087,2.0,1300
860,696,2.0,860
3040,4535,2.0,3040
2424,6143,2.0,2424
1084,3427,2.0,1084
2510,5320,2.0,2510
1220,1036,3.0,1220
1280,835,2.0,1080
3740,5610,2.0,2860
1852,4000,2.0,1852
2580,5787,2.0,2580
3190,31450,2.0,3190
3400,5119,2.0,2300
1090,2686,2.0,1090
2360,6145,1.0,2360
2460,5604,2.0,2460
2025,7760,2.0,2025
4410,5104,2.0,3400
2810,5400,2.0,2810
4490,6000,2.0,3200
3070,6432,2.0,3070
1984,32400,1.0,1564
4750,8234,2.0,3350
2760,4104,2.0,1900
4360,8175,2.5,3940
3060,27251,1.5,3060
2770,2650,2.0,2180
2990,9240,2.0,2990
1540,1251,2.0,1230
1400,1312,3.5,1400
1680,2229,2.0,1680
2260,7163,1.0,2260
3400,5196,2.0,3400
2930,5000,2.0,2760
1239,6036,1.0,1239
2100,2479,2.0,1450
1200,2171,1.5,1200
1200,2171,1.5,1200
680,772,2.0,680
2690,3995,2.0,2060
2750,7200,2.0,2750
2450,4332,2.0,2450
2620,4050,2.0,2620
1130,1148,2.0,800
2790,5527,2.0,2790
1820,1357,3.0,1820
2910,7467,2.0,2910
2568,5000,2.0,2568
3090,5859,2.0,3090
1460,1085,2.0,950
2010,2263,2.0,1340
2610,5140,2.0,2610
960,1000,2.0,920
1528,7616,2.0,1528
1310,1264,2.0,1120
1760,2122,3.0,1760
1420,3542,2.0,1310
1650,2082,3.0,1650
2320,6775,1.0,2320
2628,11466,2.0,2628
2520,4831,2.0,2520
2880,5000,2.0,2260
1440,1362,3.0,1440
2185,6042,2.0,2185
1500,2106,2.0,1500
1769,7324,2.0,1769
3650,18223,2.0,3330
2160,6223,2.0,2160
1820,374616,2.0,1820
2370,4200,2.0,2370
3180,2758,2.0,2240
1780,4077,2.0,1780
2650,3127,2.0,2230
3300,7560,2.0,3300
1160,1219,3.0,1160
3460,5353,2.0,2850
1390,2450,2.0,1390
1260,1131,3.0,1260
2940,5225,2.0,2760
3190,4247,2.0,2430
3930,6120,2.0,3310
3570,10125,2.0,3570
2420,4725,2.0,2420
3400,7200,2.0,2470
2478,6079,2.0,2478
3070,7830,2.0,1970
3200,7605,2.0,2500
5790,12739,2.0,4430
1590,926,3.0,1590
1730,1442,2.0,1440
2303,3680,2.0,2303
1790,3754,2.0,1790
2490,3517,2.0,1720
2669,5385,2.0,2669
2610,2552,2.0,2160
6160,27490,2.0,4040
1290,1493,2.0,1290
3560,5008,2.0,2810
4360,6000,2.0,3400
1230,1238,2.0,1080
3640,60086,2.0,3640
1780,2493,3.0,1780
1140,1069,3.0,1140
1270,1320,3.0,1270
2780,3583,2.0,2180
1912,5000,2.0,1912
2300,9690,2.0,2300
2828,4050,2.0,2828
2425,9017,2.0,2425
3730,4560,2.0,2760
730,1942,1.0,730
1990,1756,3.0,1780
1300,812,2.0,880
2560,7492,2.0,2560
2450,5047,2.0,2450
1440,725,2.0,1100
1140,1557,3.0,1140
1110,957,2.0,930
2620,43832,2.0,2620
1690,1200,2.0,1410
1950,1610,3.0,1950
3530,8126,2.0,3530
3310,4684,2.0,2290
2620,5477,2.0,2620
1350,3582,2.0,1350
1741,1439,2.0,1446
1650,2201,3.0,1650
1890,6500,2.0,1890
1950,1833,3.0,1610
4490,5805,2.0,3390
3206,5793,2.0,3206
4130,77832,2.0,4130
2800,5700,2.0,2800
1984,4419,2.0,1984
2750,11830,2.0,2750
1740,5757,1.0,1740
1800,2752,2.0,1800
1540,1005,3.0,1540
2030,2222,2.0,1610
3310,4839,2.0,3310
1270,1416,3.0,1270
2406,7093,2.0,2406
1540,965,3.0,1540
2820,6983,2.0,2820
2540,5100,2.0,2540
1230,989,3.0,1230
1900,2766,2.0,1900
2920,6327,2.0,2920
1450,1053,2.0,940
5370,69848,2.0,3500
1270,1333,3.0,1270
2550,5100,2.0,2550
3070,7150,2.0,3070
1450,4050,2.0,1450
4230,16526,2.0,4230
3480,6262,2.0,3480
1490,974,2.0,1220
1200,1400,3.0,1200
2150,4332,2.0,2150
3690,8837,2.0,3690
1900,3301,2.0,1900
1690,1321,2.0,1320
2790,8853,2.0,2790
1936,6612,2.0,1936
1150,711,2.0,1150
2040,22653,2.0,2040
2470,7539,2.0,2470
1890,4158,2.0,1890
1626,1583,2.5,1419
2250,5306,2.0,2250
1350,1234,2.0,1160
1460,1238,2.0,1200
2056,3564,2.0,2056
1160,1458,2.0,1040
1384,1287,2.0,1144
1100,1107,3.0,1100
2456,7566,2.0,2456
4500,215186,2.0,2630
3780,10099,1.0,2240
1320,1157,2.0,990
5940,11533,2.0,4950
1650,5027,1.5,1650
1670,4440,1.0,1670
1610,1275,2.0,1220
3370,10315,2.0,3370
2660,4082,2.0,2660
1690,1473,2.0,1380
1620,1062,3.0,1620
1300,958,2.0,840
1610,4052,2.0,1610
3530,4920,2.0,2660
3550,8618,2.0,3550
1730,1755,3.0,1730
2400,4900,2.0,2400
1420,1237,3.0,1420
1220,1120,2.5,1110
2360,4000,2.0,2360
3990,11270,2.0,2930
1260,1211,3.0,1260
1580,2407,2.0,1580
1760,2688,2.0,1760
3420,4216,2.0,2520
2870,6593,2.0,2870
1934,5677,2.0,1934
1220,962,3.0,1220
2450,5750,2.0,2450
1860,1787,3.0,1860
1500,1119,3.0,1110
1570,1108,3.0,1570
1280,960,2.0,1040
3192,5653,2.0,3192
1690,1479,3.0,1420
1590,1426,2.0,1590
2870,7288,2.0,2870
2580,4818,2.0,2580
1830,3420,2.0,1830
2927,6000,2.0,2927
1320,1250,3.0,1320
1720,3581,2.0,1720
828,4524,1.0,828
1040,1264,2.0,900
2790,6685,2.0,2790
1410,1332,2.0,960
4040,8400,2.0,3220
3370,3634,2.0,2750
1660,3990,2.0,1660
910,2550,1.0,910
1280,959,3.0,1280
2360,4924,2.0,2360
2529,9653,2.0,2529
4700,10183,1.0,2660
2780,275033,1.0,2780
3540,5500,2.0,3540
1580,1321,2.0,1080
1700,2250,2.0,1700
1600,3573,2.0,1600
1410,1005,1.5,900
1580,1228,3.0,1580
3940,11632,2.0,3940
4450,9600,2.0,3650
2009,5000,2.0,2009
2732,7655,2.0,2732
2090,4590,2.0,2090
980,1013,3.0,980
2815,5619,2.0,2815
3170,8523,2.0,3170
3030,7410,2.0,2150
1280,940,2.0,1060
2030,1160,3.0,1970
2490,4540,2.5,2490
3030,4500,2.0,3030
1470,690,3.0,1470
1620,997,2.5,1540
5520,8313,2.0,3570
3200,10344,2.0,3200
2580,3943,2.0,2580
2050,4000,2.0,2050
2430,5867,2.0,2430
3060,3898,2.0,2300
1540,9714,2.0,1540
1310,1072,2.0,1060
1800,3168,2.0,1800
2370,4200,2.0,2370
1445,1512,2.0,1300
